vehicle_type,service_type,vehicle_age,kilometers_driven,fuel_type,engine_type,previous_services,actual_cost
Electric Bike,Major,3,16307,EV,Automatic,5,1750
Scooty,General,2,13554,Petrol,Automatic,3,830
SUV,General,4,76422,EV,Automatic,5,7050
Car,Repair,4,54725,Hybrid,Manual,7,14390
Car,Major,7,103055,Petrol,Manual,8,13980
Electric Scooter,General,2,13833,EV,Automatic,3,530
Car,General,7,106739,Diesel,Automatic,13,7250
SUV,Major,4,38116,Diesel,Manual,6,24540
SUV,General,3,54905,Petrol,Manual,4,5350
Car,General,12,114314,Petrol,Manual,19,4720
Bike,Major,8,74937,Petrol,Manual,14,3450
Bike,General,3,28453,Petrol,Manual,5,610
Car,General,7,102393,Diesel,Manual,12,6540
SUV,Major,9,166048,Petrol,Manual,11,24300
Car,Repair,7,58328,Petrol,Manual,9,18410
Car,General,14,197962,Hybrid,Manual,26,5560
Car,Repair,3,33256,Diesel,Automatic,3,15240
Bike,General,2,17834,Petrol,Manual,2,940
Scooty,Major,3,18114,Petrol,Automatic,4,1770
SUV,Major,8,106601,Petrol,Automatic,12,22880
Car,Major,7,92670,Diesel,Manual,12,11710
Bike,General,9,77757,Petrol,Automatic,16,1180
SUV,General,4,64871,Diesel,Automatic,5,7750
Bike,General,4,21911,Petrol,Manual,6,600
Car,General,6,60571,Hybrid,Automatic,9,7170
Car,Major,9,110824,Diesel,Manual,17,20400
SUV,Repair,9,129932,Petrol,Automatic,16,25200
SUV,Repair,4,74633,Diesel,Manual,6,25990
Car,General,6,64415,Petrol,Automatic,9,5060
Car,General,7,84316,Petrol,Manual,10,3450
Scooty,General,7,34925,Petrol,Automatic,10,830
SUV,General,10,201441,Petrol,Manual,14,8110
Car,Repair,13,173803,EV,Automatic,23,20480
Electric Bike,Major,0,500,EV,Automatic,0,1040
SUV,Major,5,81822,Petrol,Manual,9,14030
Scooty,Major,5,20600,Petrol,Automatic,6,1680
SUV,General,4,53793,Hybrid,Manual,5,8310
SUV,General,11,181124,Diesel,Manual,16,9930
SUV,Repair,2,27900,EV,Automatic,2,11110
Car,General,4,63658,Petrol,Automatic,7,5840
Scooty,Major,7,51655,Petrol,Automatic,12,2050
Car,General,3,28524,Petrol,Manual,4,3280
SUV,Repair,10,140279,Diesel,Automatic,15,43490
Car,Repair,8,103235,Petrol,Manual,12,15150
Scooty,General,13,87396,Petrol,Automatic,20,710
SUV,Major,3,36077,Diesel,Automatic,4,24610
Bike,Major,3,18375,Petrol,Manual,5,2460
SUV,General,5,72915,Petrol,Automatic,9,8820
Car,Major,11,102280,Petrol,Automatic,15,15090
Electric Scooter,General,1,5596,EV,Automatic,1,750
Car,Repair,2,21658,Petrol,Automatic,2,9860
Car,General,7,109838,Diesel,Manual,10,6550
SUV,General,2,30953,EV,Automatic,3,5370
SUV,Major,9,128350,EV,Automatic,15,19410
Electric Bike,General,2,15358,EV,Automatic,3,570
Scooty,General,8,32004,Petrol,Automatic,13,760
Electric Scooter,General,1,4681,EV,Automatic,1,700
Bike,General,3,16606,Petrol,Manual,4,750
Bike,General,6,32162,Petrol,Manual,10,1210
Electric Bike,Repair,3,25410,EV,Automatic,4,1810
Bike,General,2,16782,Petrol,Manual,2,1060
Electric Scooter,Repair,2,13500,EV,Automatic,3,1860
Car,Major,8,107701,Petrol,Automatic,13,18530
Electric Scooter,Major,2,13506,EV,Automatic,3,1560
Scooty,General,7,46208,Petrol,Automatic,9,530
Car,Repair,14,143685,Petrol,Manual,17,19800
Electric Bike,General,2,9904,EV,Automatic,3,670
Electric Bike,General,3,22827,EV,Automatic,4,440
Bike,General,3,14782,Petrol,Automatic,4,890
SUV,Repair,3,56951,Diesel,Automatic,4,25830
Bike,Major,4,23945,Petrol,Automatic,6,1400
Car,Major,5,49129,Hybrid,Manual,7,14930
SUV,Major,5,78940,Diesel,Automatic,8,29790
SUV,Repair,2,28161,Petrol,Manual,2,13710
Scooty,General,2,10291,Petrol,Automatic,2,430
SUV,Major,2,28834,EV,Automatic,3,17010
Bike,Major,7,66535,Petrol,Manual,11,1750
Car,Repair,4,37548,Petrol,Automatic,5,9900
Electric Scooter,General,1,6479,EV,Automatic,1,370
Car,General,9,114068,Hybrid,Manual,11,5200
Bike,General,4,38058,Petrol,Manual,5,1220
SUV,General,5,68246,Diesel,Manual,6,8880
Electric Bike,General,2,15281,EV,Automatic,3,800
Scooty,General,6,45748,Petrol,Automatic,7,630
SUV,Major,2,40194,Petrol,Manual,3,15820
SUV,General,3,35341,Petrol,Automatic,5,8020
Scooty,General,2,9448,Petrol,Automatic,2,930
Electric Bike,General,2,16997,EV,Automatic,3,610
Car,Major,6,71677,Petrol,Automatic,8,16400
Bike,General,3,22021,Petrol,Automatic,3,1120
Scooty,General,0,500,Petrol,Automatic,0,790
Bike,Repair,4,25075,Petrol,Manual,7,2580
SUV,General,1,17842,Diesel,Manual,1,6280
Scooty,Major,4,29673,Petrol,Automatic,5,2500
Bike,General,10,99500,Petrol,Manual,16,870
SUV,Major,4,66012,Diesel,Automatic,4,20570
Scooty,General,6,26477,Petrol,Automatic,8,610
Car,General,5,39098,EV,Automatic,9,3140
Car,General,7,93388,Petrol,Manual,10,3370
Car,General,4,60664,Diesel,Automatic,7,7530
Bike,General,4,28835,Petrol,Manual,7,1240
Car,Major,8,114282,Diesel,Automatic,10,18270
SUV,General,3,50119,Diesel,Manual,4,8740
Bike,Major,4,37014,Petrol,Manual,6,2480
SUV,General,11,141753,Diesel,Manual,16,8520
Scooty,Major,5,25099,Petrol,Automatic,9,1400
Electric Bike,Major,2,14866,EV,Automatic,2,1870
Scooty,Major,5,31253,Petrol,Automatic,6,1450
SUV,Major,8,105408,Diesel,Automatic,11,31610
Car,General,12,134257,Petrol,Manual,18,5760
SUV,General,13,178394,Petrol,Manual,23,11020
Car,Major,7,104109,Diesel,Manual,9,16300
Electric Scooter,Repair,1,8223,EV,Automatic,1,1070
Car,General,14,223533,Petrol,Manual,22,6230
Car,General,4,34330,Petrol,Automatic,5,5840
SUV,Repair,5,67464,Diesel,Automatic,6,32490
SUV,General,5,96500,Diesel,Manual,7,8570
Car,General,1,12763,Petrol,Manual,1,2990
SUV,General,2,32752,Petrol,Automatic,3,6840
Bike,Repair,4,29348,Petrol,Automatic,7,2710
Scooty,General,5,23256,Petrol,Automatic,9,750
Electric Scooter,Major,2,8040,EV,Automatic,3,1610
SUV,General,6,66851,Diesel,Automatic,9,9110
SUV,General,5,67090,Diesel,Manual,9,8890
SUV,Major,4,50850,Petrol,Automatic,5,15320
Car,Major,6,75736,Petrol,Manual,8,10700
Bike,Major,11,107077,Petrol,Manual,16,4180
Car,General,6,51058,Petrol,Automatic,10,5130
Car,General,4,59854,EV,Automatic,7,3320
Car,General,4,35801,Diesel,Manual,7,4980
SUV,General,2,26362,Diesel,Automatic,3,10150
Car,Major,7,66033,Petrol,Manual,13,13700
Electric Scooter,Major,1,6290,EV,Automatic,1,1790
Bike,Major,6,38372,Petrol,Manual,10,1970
Bike,Major,4,32940,Petrol,Manual,7,3160
SUV,Repair,7,87269,Petrol,Manual,11,18900
SUV,General,11,171506,Diesel,Automatic,18,8320
Car,Repair,5,56559,Petrol,Automatic,8,16030
SUV,Major,6,73280,Petrol,Manual,7,24430
Car,General,7,98158,Petrol,Automatic,10,5650
SUV,General,3,39182,Diesel,Manual,4,7350
Car,Major,4,41551,Petrol,Automatic,5,14010
Bike,General,5,47925,Petrol,Manual,7,880
Electric Scooter,Repair,1,5116,EV,Automatic,1,1790
Car,Major,7,110757,Petrol,Manual,10,13000
Car,Major,2,22870,Petrol,Manual,2,7800
Scooty,Major,4,30332,Petrol,Automatic,5,1250
Car,Major,2,25067,Hybrid,Manual,3,8280
Car,General,9,110971,Diesel,Manual,13,5550
Electric Scooter,General,2,8727,EV,Automatic,2,720
SUV,General,4,55348,Petrol,Automatic,6,8570
SUV,Major,6,88841,Diesel,Manual,9,18970
SUV,Major,9,93711,Petrol,Automatic,16,26300
Car,General,2,29444,Diesel,Manual,2,3940
SUV,Repair,4,65599,Diesel,Automatic,6,30920
SUV,General,11,160172,Diesel,Manual,18,12580
Car,Repair,2,29370,EV,Automatic,3,10720
Bike,Major,5,36173,Petrol,Manual,8,1890
SUV,General,6,77101,Petrol,Automatic,11,8510
Car,General,10,105066,Petrol,Manual,15,3890
SUV,Repair,8,80160,Diesel,Manual,12,30340
Bike,Major,10,50074,Petrol,Automatic,18,3560
SUV,General,5,88817,Petrol,Manual,9,8480
Car,General,8,86748,Petrol,Automatic,9,6370
SUV,General,4,67494,EV,Automatic,5,6460
Scooty,General,5,33084,Petrol,Automatic,6,700
Car,General,10,81521,Petrol,Manual,17,5480
Bike,Major,1,9114,Petrol,Manual,1,2590
Electric Bike,General,3,18437,EV,Automatic,4,460
Electric Scooter,General,1,5682,EV,Automatic,1,480
Scooty,General,1,6276,Petrol,Automatic,1,490
SUV,General,8,137006,Diesel,Manual,15,7690
Car,General,5,52664,Hybrid,Manual,9,5450
Car,Major,6,87559,Petrol,Automatic,8,12100
Bike,Major,9,70896,Petrol,Manual,15,2910
Car,General,6,80269,Petrol,Manual,9,5810
Scooty,Major,8,65557,Petrol,Automatic,15,1500
Electric Bike,General,3,21040,EV,Automatic,3,840
Car,General,9,116321,Hybrid,Manual,15,5520
SUV,General,11,121853,Diesel,Automatic,19,13510
Car,General,4,33603,Diesel,Automatic,6,7070
Scooty,General,1,5948,Petrol,Automatic,1,630
Car,Major,7,91986,Diesel,Manual,11,15010
SUV,Repair,2,32212,Diesel,Manual,2,21910
Car,Major,7,103842,Petrol,Automatic,13,17270
Car,General,15,232000,Petrol,Automatic,20,6850
Scooty,General,7,55351,Petrol,Automatic,9,870
SUV,General,12,209347,EV,Automatic,21,5550
SUV,Major,5,73894,Hybrid,Manual,8,17110
SUV,Major,4,52290,Hybrid,Manual,5,20660
Car,Major,4,42295,Hybrid,Manual,6,12070
SUV,Major,4,59521,Hybrid,Automatic,6,17410
SUV,General,9,109864,Petrol,Automatic,17,8560
Car,General,1,10582,Petrol,Automatic,1,3630
Car,Repair,5,70468,Diesel,Manual,6,12300
SUV,General,12,135820,Diesel,Automatic,14,8830
Bike,Repair,7,38960,Petrol,Manual,12,2560
Car,Major,0,800,EV,Automatic,0,8980
Car,General,10,106931,Hybrid,Manual,13,5660
Car,Repair,14,139807,Diesel,Manual,23,30700
Bike,Major,8,73166,Petrol,Manual,13,3410
Electric Scooter,Major,2,15057,EV,Automatic,3,1430
Bike,General,10,51331,Petrol,Automatic,18,1110
SUV,Repair,7,94319,Diesel,Manual,9,28750
Car,General,13,166879,Diesel,Manual,25,7920
Bike,General,8,50868,Petrol,Manual,13,680
Scooty,General,5,32528,Petrol,Automatic,6,750
Car,Major,3,31881,Petrol,Automatic,5,11680
Scooty,General,6,26580,Petrol,Automatic,10,890
Bike,Major,8,45151,Petrol,Manual,11,3460
Car,General,12,130527,Petrol,Automatic,22,6070
Car,General,4,36852,Petrol,Automatic,6,5230
SUV,General,10,110774,Hybrid,Automatic,14,10390
Car,Major,4,51884,Diesel,Manual,6,16380
Bike,Major,8,41509,Petrol,Manual,14,3160
SUV,General,4,73386,Diesel,Automatic,5,10430
Car,Repair,14,130991,Petrol,Manual,20,22040
Car,General,2,15313,Diesel,Manual,2,5210
Scooty,Major,2,11359,Petrol,Automatic,3,1440
SUV,Repair,10,104211,Diesel,Automatic,19,40970
Car,Repair,8,105245,Petrol,Manual,9,20630
Bike,General,4,38806,Petrol,Manual,5,740
Bike,General,9,51392,Petrol,Manual,15,940
Car,Repair,8,89513,Petrol,Manual,12,15860
Bike,Major,13,130500,Petrol,Automatic,22,3880
Bike,Major,5,28764,Petrol,Manual,7,1690
SUV,Major,5,61569,Petrol,Automatic,7,15760
Scooty,General,5,35610,Petrol,Automatic,9,830
SUV,General,5,95375,Diesel,Automatic,9,7750
Scooty,General,6,38925,Petrol,Automatic,11,510
Scooty,General,9,64021,Petrol,Automatic,17,1050
Bike,General,3,19324,Petrol,Manual,5,940
Electric Bike,Repair,2,10814,EV,Automatic,2,1290
SUV,General,12,231871,Diesel,Automatic,15,13010
Car,Repair,15,188142,Petrol,Manual,22,21380
Bike,Major,1,8532,Petrol,Manual,1,2420
Scooty,General,8,41960,Petrol,Automatic,14,930
Car,General,3,35164,Diesel,Manual,5,4620
Car,General,10,129140,Petrol,Manual,14,5250
SUV,General,3,57705,Petrol,Automatic,4,8420
SUV,General,7,80912,Petrol,Manual,13,6530
Scooty,Repair,5,30842,Petrol,Automatic,6,2160
Bike,General,4,30365,Petrol,Automatic,7,920
Bike,General,7,65441,Petrol,Manual,10,600
Car,Major,9,131225,EV,Automatic,12,9800
Car,Repair,3,26647,Petrol,Manual,4,10140
Bike,General,6,59362,Petrol,Manual,10,880
SUV,General,7,95768,Diesel,Automatic,13,9220
Car,General,4,37939,Hybrid,Manual,7,4620
Scooty,General,1,3033,Petrol,Automatic,1,430
SUV,Major,11,132035,EV,Automatic,16,18250
Bike,General,8,65301,Petrol,Manual,14,620
SUV,General,8,145025,Diesel,Automatic,11,11590
SUV,Major,4,42376,Diesel,Manual,6,20660
Car,Major,8,118072,Diesel,Automatic,13,22950
Scooty,General,8,43197,Petrol,Automatic,15,830
SUV,General,9,98162,Petrol,Manual,17,8170
Car,General,8,107692,Hybrid,Manual,15,6570
SUV,Repair,7,98104,Hybrid,Manual,12,33560
Scooty,General,4,25935,Petrol,Automatic,5,680
SUV,Major,5,51290,Petrol,Automatic,7,19720
SUV,Major,8,94836,Petrol,Manual,10,26130
Car,General,11,114227,Petrol,Automatic,14,6270
SUV,Repair,3,57867,Diesel,Manual,5,23900
Car,General,3,42630,Petrol,Automatic,5,5150
Bike,General,11,59349,Petrol,Manual,13,670
Car,Major,12,168223,Petrol,Manual,15,18010
Bike,Major,6,59003,Petrol,Manual,11,3180
Bike,General,7,63194,Petrol,Manual,12,1270
Car,General,10,115085,Diesel,Manual,17,6220
SUV,General,2,30287,Diesel,Manual,3,8920
Car,Major,3,40724,Hybrid,Automatic,4,13390
Bike,Major,2,9270,Petrol,Manual,3,1660
Bike,General,6,40695,Petrol,Manual,9,1290
SUV,General,3,53686,Diesel,Automatic,4,9060
Car,General,4,45263,Petrol,Manual,6,5610
Scooty,Major,2,13981,Petrol,Automatic,2,2100
SUV,Major,9,109439,Diesel,Automatic,13,33120
Scooty,General,2,11657,Petrol,Automatic,3,500
Car,General,3,34835,Petrol,Automatic,4,4100
SUV,Major,6,72042,Diesel,Manual,8,19250
Electric Scooter,General,2,12950,EV,Automatic,3,640
Car,Major,7,66988,Petrol,Automatic,11,12390
SUV,General,6,74071,Diesel,Automatic,10,11310
Car,Major,8,89817,EV,Automatic,12,14040
SUV,Repair,6,69540,Petrol,Manual,11,22190
Car,General,12,117173,Petrol,Manual,23,4010
Scooty,Major,5,25334,Petrol,Automatic,6,2410
Car,Major,13,209213,Hybrid,Manual,19,20820
SUV,Repair,8,80846,Diesel,Automatic,15,32220
Scooty,Major,2,16748,Petrol,Automatic,3,1140
Bike,Repair,8,70924,Petrol,Manual,12,2880
Car,Repair,8,103402,Hybrid,Manual,13,19970
Car,General,8,101091,Diesel,Automatic,11,7230
Bike,General,2,20684,Petrol,Manual,2,1040
Bike,Major,10,50685,Petrol,Manual,15,2390
Bike,Repair,7,60464,Petrol,Manual,10,3170
Car,Major,4,41585,Petrol,Manual,6,12060
Electric Scooter,General,0,500,EV,Automatic,0,550
Electric Scooter,General,0,500,EV,Automatic,0,830
Scooty,Repair,3,24720,Petrol,Automatic,5,2530
Car,General,10,141106,Hybrid,Manual,17,6020
Car,General,7,106357,Diesel,Manual,11,5120
Scooty,Major,5,27075,Petrol,Automatic,6,1510
Bike,Major,6,30015,Petrol,Manual,8,2210
Car,General,5,56176,Petrol,Automatic,7,5890
Car,General,12,167409,Petrol,Manual,16,5840
Bike,Repair,2,21162,Petrol,Manual,3,1790
Car,General,12,151959,Petrol,Automatic,21,5750
Bike,General,4,29493,Petrol,Manual,6,740
Car,General,12,122915,Diesel,Manual,18,6810
Car,Major,7,54870,Diesel,Manual,11,19460
Bike,General,1,5631,Petrol,Manual,1,830
SUV,Major,4,47634,Diesel,Manual,6,27710
Car,General,4,48829,Diesel,Manual,6,6660
Car,Major,1,18170,Petrol,Manual,1,8260
Car,General,4,36132,Petrol,Manual,6,4990
SUV,Major,5,80079,Petrol,Manual,6,16970
Bike,Repair,8,56473,Petrol,Manual,13,2080
SUV,Major,2,34449,Petrol,Automatic,3,15250
Car,General,0,800,Diesel,Automatic,0,4960
Car,General,5,56380,EV,Automatic,9,3970
SUV,Major,8,91997,Petrol,Automatic,13,24470
Electric Bike,General,1,7232,EV,Automatic,1,670
Electric Bike,Major,2,16565,EV,Automatic,3,1970
Car,General,13,156142,Diesel,Automatic,17,6570
Scooty,General,5,35632,Petrol,Automatic,7,740
SUV,Major,6,81597,Diesel,Automatic,9,29770
Car,General,4,50144,Hybrid,Manual,4,4620
Car,General,8,71969,Petrol,Manual,15,4730
Scooty,Major,7,38907,Petrol,Automatic,12,1560
Bike,General,14,97257,Petrol,Manual,26,1060
SUV,General,9,158851,Diesel,Manual,11,9880
Electric Bike,Major,2,9737,EV,Automatic,3,2110
SUV,Major,7,78425,EV,Automatic,10,16010
Car,General,1,6275,Petrol,Manual,1,4900
Electric Bike,Repair,3,26478,EV,Automatic,4,2020
Car,General,12,175700,Diesel,Manual,17,6090
Car,Repair,4,52670,EV,Automatic,7,10100
Scooty,Repair,4,22658,Petrol,Automatic,6,2640
Car,Major,6,73274,Petrol,Automatic,11,13640
Electric Scooter,Repair,2,9508,EV,Automatic,2,1780
SUV,General,7,138259,Diesel,Automatic,11,8520
Bike,Major,5,29966,Petrol,Manual,8,2380
Bike,Major,4,24485,Petrol,Manual,5,2010
Car,General,8,127053,Petrol,Manual,10,5340
Bike,Major,6,30320,Petrol,Manual,8,2460
Scooty,Repair,4,25641,Petrol,Automatic,7,2140
Bike,Major,5,27820,Petrol,Manual,6,3270
SUV,General,10,188625,Diesel,Manual,17,12390
Scooty,Major,3,23181,Petrol,Automatic,5,2330
Car,General,3,32883,Diesel,Manual,5,3820
SUV,General,6,81432,Diesel,Manual,8,9710
Electric Bike,General,1,6459,EV,Automatic,1,550
Bike,Major,8,47746,Petrol,Manual,12,3030
Bike,Major,8,55796,Petrol,Manual,12,2770
Car,Repair,2,26774,Diesel,Manual,2,11130
SUV,Repair,4,47868,EV,Automatic,7,13430
Electric Bike,General,1,6999,EV,Automatic,1,470
Car,Repair,3,49219,Petrol,Manual,5,8500
Bike,General,4,27942,Petrol,Automatic,6,850
Electric Scooter,Major,2,15162,EV,Automatic,3,1140
Scooty,Major,7,51664,Petrol,Automatic,11,2520
Car,General,5,50702,Hybrid,Manual,7,4420
SUV,General,7,88622,Petrol,Manual,13,7740
Car,Major,6,77779,EV,Automatic,9,9340
Electric Scooter,Repair,1,5082,EV,Automatic,1,930
Scooty,General,5,31313,Petrol,Automatic,9,860
Scooty,General,4,22809,Petrol,Automatic,7,880
Bike,General,2,14599,Petrol,Manual,3,610
Car,Repair,4,39976,Petrol,Automatic,4,10650
Electric Bike,General,4,20790,EV,Automatic,6,730
Car,General,10,126945,Petrol,Automatic,19,6710
Bike,Major,3,20394,Petrol,Manual,3,2170
Car,General,14,174647,Diesel,Manual,24,6180
Electric Bike,General,3,23394,EV,Automatic,5,730
SUV,General,7,136784,Petrol,Manual,12,7480
Car,Repair,8,85804,Diesel,Manual,15,16660
Car,General,5,78117,Petrol,Manual,6,4030
Scooty,Major,6,35369,Petrol,Automatic,8,1980
Scooty,Major,7,53658,Petrol,Automatic,12,1530
SUV,Repair,12,180886,Petrol,Automatic,23,48590
SUV,General,8,115598,Hybrid,Manual,15,8730
SUV,General,9,145379,Diesel,Automatic,12,11030
Scooty,Repair,0,500,Petrol,Automatic,0,1150
Car,General,5,71168,Hybrid,Manual,9,5430
Car,General,3,37641,Diesel,Manual,5,5000
Bike,Major,2,13265,Petrol,Manual,2,2590
Electric Bike,General,1,6421,EV,Automatic,1,420
Car,General,8,94138,Petrol,Manual,12,3910
SUV,General,7,88648,Petrol,Manual,8,7630
Bike,General,1,8505,Petrol,Manual,1,660
SUV,General,5,65631,Petrol,Automatic,6,8530
Car,General,1,7972,Petrol,Manual,1,4200
Car,Major,4,58812,Petrol,Manual,6,9590
SUV,Repair,3,55022,Diesel,Automatic,3,30410
Bike,Major,5,39849,Petrol,Manual,6,2640
Bike,Major,10,58992,Petrol,Manual,19,3090
Bike,General,8,59720,Petrol,Manual,13,1190
Bike,General,1,9890,Petrol,Manual,1,590
Car,General,4,62028,Petrol,Manual,7,3340
Scooty,General,3,14246,Petrol,Automatic,5,900
Car,Major,10,153151,Petrol,Automatic,16,15280
Car,General,11,127001,Diesel,Automatic,17,5820
SUV,General,5,72869,Petrol,Automatic,6,7470
Car,Repair,4,55122,Diesel,Automatic,6,15780
Car,General,7,96879,Hybrid,Manual,13,5020
Car,General,4,62355,Petrol,Manual,6,5150
Electric Bike,General,1,6401,EV,Automatic,1,630
SUV,General,10,151947,Diesel,Automatic,19,12470
Car,General,6,84864,Diesel,Automatic,10,7580
Bike,General,5,34198,Petrol,Manual,8,1220
Electric Bike,General,2,10567,EV,Automatic,2,400
Car,Major,7,108540,Diesel,Manual,10,16600
SUV,Repair,2,31713,EV,Automatic,3,15320
SUV,General,13,155538,Petrol,Manual,19,10810
Electric Scooter,General,2,12844,EV,Automatic,3,370
Car,General,13,127653,Petrol,Automatic,21,6750
Bike,Major,11,101970,Petrol,Manual,20,2560
Car,Major,5,65549,Petrol,Automatic,7,13050
Car,General,4,60147,Diesel,Automatic,5,5050
Bike,Major,9,79773,Petrol,Manual,12,2780
Car,General,7,76437,Diesel,Automatic,13,7830
Car,Repair,2,24505,Petrol,Automatic,2,11520
Bike,General,1,7930,Petrol,Manual,1,870
Car,Major,9,148001,Petrol,Automatic,14,15450
Scooty,Major,11,66166,Petrol,Automatic,19,2950
Bike,General,8,40563,Petrol,Manual,10,780
Car,Major,14,222783,Diesel,Manual,25,19090
Car,Repair,4,48679,Diesel,Manual,7,11860
Car,Major,11,146726,Diesel,Manual,16,21980
Car,Major,6,82219,Diesel,Manual,7,12010
Car,General,13,114084,Petrol,Automatic,22,6830
SUV,General,2,30639,Diesel,Automatic,2,8110
SUV,Major,2,40481,Diesel,Manual,3,23290
Scooty,General,11,54875,Petrol,Automatic,16,580
Car,Major,5,60475,Petrol,Automatic,6,14840
SUV,Major,10,155724,Diesel,Manual,14,36450
Bike,General,5,44406,Petrol,Manual,6,580
Car,General,1,10704,Petrol,Automatic,1,4650
Car,Major,3,29859,Diesel,Automatic,5,13080
Bike,General,8,64743,Petrol,Manual,10,1160
Bike,General,7,59821,Petrol,Manual,13,700
SUV,Major,6,61790,Diesel,Automatic,9,24120
SUV,General,5,63064,EV,Automatic,9,6020
Car,General,3,31767,Petrol,Manual,4,3080
Scooty,Major,4,16061,Petrol,Automatic,7,2120
SUV,General,4,63337,Diesel,Manual,5,10590
Scooty,General,3,13695,Petrol,Automatic,3,590
SUV,General,6,61608,Petrol,Manual,9,8470
Car,Repair,3,31983,Diesel,Manual,5,13830
Car,Major,8,63432,Diesel,Manual,13,14330
Car,General,10,152279,Diesel,Manual,17,6030
Electric Scooter,General,2,17400,EV,Automatic,2,370
Car,Major,12,93415,Petrol,Manual,15,11290
Car,Repair,6,90250,Petrol,Automatic,10,18400
SUV,General,6,91364,Diesel,Manual,9,7070
SUV,General,7,128242,Diesel,Automatic,9,9850
Scooty,Repair,10,44874,Petrol,Automatic,12,3050
SUV,General,1,19486,Petrol,Manual,1,4990
Car,General,10,126951,Petrol,Manual,14,4060
Scooty,Repair,8,52248,Petrol,Automatic,14,2500
SUV,General,4,44082,Petrol,Automatic,6,6970
Car,Repair,0,800,Petrol,Manual,0,7880
Car,Major,2,15423,Diesel,Automatic,3,13500
Bike,General,7,43519,Petrol,Automatic,13,1230
Car,Repair,10,158299,Hybrid,Manual,16,18360
Car,Repair,8,113022,Petrol,Manual,14,12850
Electric Scooter,Major,2,14480,EV,Automatic,3,1980
